5,une vitesse de lecture/écriture,скорость чтения/записи
5,une zone magnétique,магнитная зона
5,accéder via Internet,получать доступ через интернет
5,brûler des trous,прожигать отверстия
5,changer la polarité,менять полярность
5,connecter via un câble,подключать через кабель
5,défragmenter régulièrement,регулярно дефрагментировать
5,détecter / convertir des informations,обнаруживать / преобразовывать информацию
5,enregistrer / lire / écrire des données,сохранять / читать / записывать данные
5,entraîner une diminution des performances,вызывать снижение производительности
5,être dispersé sur le disque,быть разбросанным по диску
5,être sensible aux chocs,быть чувствительным к ударам
5,être utilisé dans / pour,использоваться в / для
5,éviter la perte de données,избегать потери данных
5,formater un disque,форматировать диск
5,partager des fichiers,делиться файлами
5,programmer électriquement,программировать электрически
5,ralentir le temps de démarrage,замедлять время загрузки
5,récupérer les données,восстанавливать данные
5,supprimer un fichier,удалять файл
5,transférer des fichiers,передавать файлы
6,un champ de recherche,поле поиска
6,un code source,исходный код
6,une communauté de développeurs,сообщество разработчиков
6,une contrainte de temps,временное ограничение
6,une correction de bogues,исправление ошибок
6,une fonctionnalité,функция
6,une gestion de la mémoire,управление памятью
6,une interface en ligne de commande,командная строка
6,une interface graphique utilisateur,графический пользовательский интерфейс
6,une interface utilisateur,пользовательский интерфейс
6,un logiciel,программное обеспечение
6,un logiciel libre,свободное ПО
6,un logiciel open-source,ПО с открытым исходным кодом
6,un logiciel propriétaire,проприетарное ПО
6,un logiciel système,системное ПО
6,une mémoire virtuelle,виртуальная память
6,une mise à jour,обновление
6,un noyau,ядро
6,un ordonnancement,планирование
6,un pilote,драйвер
6,une protection contre les menaces,защита от угроз
6,une ressource logicielle,программный ресурс
6,une ressource matérielle,аппаратный ресурс
6,une sécurité des données,безопасность данных
6,un système d'exploitation,операционная система
6,un système monotâche,однозадачная система
6,un système multitâche,многозадачная система
6,un système mono-utilisateur,однопользовательская система
6,un système multi-utilisateur,многопользовательская система
6,un système coopératif,кооперативная система
6,un système préemptif,вытесняющая система
6,une tâche,задача
6,un utilisateur,пользователь
6,accéder au code source,получать доступ к исходному коду
6,apporter des corrections,вносить исправления
6,céder en fonctionnalité,уступать в функциональности
6,communiquer avec les périphériques,взаимодействовать с периферией
6,développer un logiciel,разрабатывать ПО
6,distribuer des tâches,распределять задачи
6,étudier / modifier / distribuer librement,изучать / изменять / свободно распространять
6,gérer les ressources / la mémoire,управлять ресурсами / памятью
6,interrompre une tâche,прерывать задачу
6,lancer / démarrer un programme,запускать программу
6,libérer le processeur,освобождать процессор
6,permettre l'accès à plusieurs utilisateurs,разрешать доступ нескольким пользователям
7,un algorithme,алгоритм
7,une analyse de données,анализ данных
7,une application,приложение
7,une application web,веб-приложение
7,un cadre de développement,фреймворк
7,un code binaire,двоичный код
7,un code hexadécimal,шестнадцатеричный код
7,un codage,кодирование
7,une commande,команда
7,un compilateur,компилятор
7,une condition,условие
7,un développeur,разработчик
7,une génération,поколение
7,une intelligence artificielle,искусственный интеллект
7,un interpréteur,интерпретатор
7,un langage de bas niveau,язык низкого уровня
7,un langage de programmation,язык программирования
7,un langage de script,скриптовый язык
7,un langage formel,формальный язык
7,un langage fonctionnel,функциональный язык
7,un langage impératif,императивный язык
7,un langage machine,машинный язык
7,un langage orienté objet,объектно-ориентированный язык
7,une ligne de code,строка кода
7,accomplir une tâche,выполнять задачу
7,automatiser une tâche,автоматизировать задачу
7,choisir un langage,выбирать язык
7,communiquer avec les ordinateurs,взаимодействовать с компьютерами
7,créer une application,создавать приложение
7,créer une condition / un site web,создавать условие / веб-сайт
7,décrire un algorithme,описывать алгоритм
7,écrire un script,писать скрипт
